Wavelength [nm],Absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,absorbance,
1043.000,0.08465719,0.4876885,0.4852905,0.21033,0.126235,0.4095316,-0.1036286,0.01004457,0.1334729,0.09204626,0.2754045,-0.05019903,0.4587483,0.4312925,0.3125415,-0.02410126,-0.04611063,-0.04161739,0.1602917,0.006907463,0.3307109,-0.01736641,-0.2561049,0.02311516,0.1011949,-0.1118531,0.1359239,0.5574698,0.1227379,-0.09883881,-0.1443372,-0.1600385,0.001243591,0.6372871,0.4019032,0.1153345,-0.0764637,-0.08777046,0.320137,0.1983123,-0.09126711,0.3153715,-0.109117,0.01155043,0.1373472,-0.01678133,-0.1002083,0.3033905,0.619411,0.4691715,0.4885197,-0.04470253,0.005268574,0.07997608,0.05705023,0.1467056,0.1804633,-0.1065283,0.03320122,-0.02002716,0.543941,0.1719937,0.09345865,0.7206125,0.6209955,0.04780674,-0.04165125,0.3172889,0.2920747,0.5219369,0.2213774,0.2601957,0.4748416,0.399199,0.2157097,-0.1963243,0.1472111,-0.0667367,0.002200127,0.1333132,0.7156153,0.3210406,-0.06619358,0.2369723,0.1840429,0.2570839,0.07220459,0.1706676,0.1651525,0.686687,-0.0508728,0.03657579,0.09791803,-0.07294035,0.043015,0.5062938,0.4484997,0.3627434,0.6610699,0.09867573,0.05923128,0.5040793,-0.05497313,-0.06239319,0.07714128,0.07848787,0.06558037,0.1356659,0.6914153,0.5420146,0.5973635,0.01344538,0.5317049,0.4622865,0.1815863,0.08475685,0.04274178,0.1374683,-0.06995726,0.1524868,0.2580233,0.020895,0.503521,0.4277511,0.4852405,-0.03189659,0.02640867,-0.2464972,0.2985373,0.2534661,0.6026011,-0.01539469,0.4182363,0.5565038,0.1688485,0.2181664,0.7320752,0.1242938,-0.08404207,0.08709764,0.2896466,0.2481179,0.3615131,-0.05913639,0.2334986,0.2545428,0.1185927,0.2333837,0.5047302,0.5501504,0.3248386,0.5323439,0.5628271,0.6748228,0.06404257,0.0216589,0.4005551,0.1804204,0.1490145,0.5011768,-0.08887196,0.5766544,0.5222526,0.5839329,0.1181278,0.1891727,0.4338045,0.1414971,0.7200136,0.1001897,0.07227039,0.3287892,0.4337988,0.5891953,0.2857137,0.07959795,0.4260664,0.4242349,0.3197827,0.2623773,0.1196685,0.5806165,0.2293673,0.1773005,0.4330959,-0.03961039,0.287138,0.4405622,0.07876158,0.3428783,0.6460333,0.6628919,0.101326,0.1505899,
1044.000,0.7031169,0.7333961,0.2471981,0.7205548,0.705647,0.0240736,0.6963482,0.4112992,0.7189646,0.0927062,0.7243381,0.6925001,0.7348657,0.4182224,0.7163634,0.7112989,0.705246,0.7058687,0.4105816,0.7011828,0.2341795,0.7005725,0.6941428,0.4102826,0.6916556,0.7063584,0.7126126,0.4141192,0.4079928,0.7005191,0.7011371,0.705965,0.7079959,0.4163222,0.7152982,0.230504,0.6882882,0.09013844,0.4147711,0.699142,0.7069302,0.2497005,0.7179089,0.7000866,0.7053947,0.7071095,0.7082615,0.6978245,0.7243686,0.4271731,0.7159534,0.3970146,0.7178273,0.1063628,0.4072723,0.2329936,0.7124734,0.7041621,0.7079277,0.7002206,0.4269338,0.7114534,0.4026246,0.4125509,0.7273378,0.7031012,0.7131467,0.4047031,0.7105131,0.7264156,0.3952723,0.7144094,0.7306285,0.7235246,0.4118953,0.7083492,0.7007203,0.6951208,0.402441,0.3970451,0.2509494,0.2464795,0.7041316,0.2421532,0.7173572,0.4152842,0.7133913,0.7224579,0.714859,0.237639,0.3969402,0.7042208,0.7172341,0.4083056,0.3975563,0.4333067,0.727777,0.2342377,0.1163206,0.09738016,0.7185364,0.1030645,0.3963113,0.4020596,0.710402,0.3976312,0.2313037,0.7106552,0.714623,0.7277369,0.724556,0.7093549,0.718924,0.2482371,0.705503,0.6963868,0.3991752,0.7122002,0.7148113,0.710197,0.7135191,0.1086435,0.2282577,0.7158856,0.7301683,0.7181282,0.4142332,0.7111235,0.2450938,0.231935,0.2539711,0.407896,0.7193112,0.03456211,0.4084535,0.4039998,0.4104466,0.7182379,0.7085271,0.7096281,0.7118936,0.227356,0.7059088,0.7091079,0.2354474,0.719696,0.7070742,0.7149081,0.7297626,0.7342987,0.009800434,0.7157741,0.2392187,0.7229571,0.7111073,0.7083797,0.1240492,0.7042155,0.7161002,0.7268949,0.6995564,0.7248178,0.7260098,0.7291198,0.4163513,0.7152929,0.7066603,0.715991,0.4243183,0.7180681,0.7140746,0.2410355,0.7195239,0.4276829,0.7067585,0.7103362,0.7201443,0.722784,0.7231984,0.716393,0.4074078,0.2466979,0.2527037,0.7058487,0.2415953,0.4165301,0.228301,0.7133307,0.7041411,0.2398787,0.729929,0.7327514,0.2304153,0.414372,
1045.000,-0.0879159,-0.6743703,-0.3322911,-0.4769421,0.02221537,-0.6646447,-0.1247754,-0.7099128,-0.8630781,-0.06646347,-0.5389466,-0.09036303,-0.6473727,-0.3910646,-0.2498059,-0.8774142,-0.8854499,-0.6703248,-0.04499006,-0.02798128,-0.4672217,-0.0659585,-0.0989399,-0.4975977,-0.1348281,-0.4956641,-0.7354155,-0.067451,-0.5024171,0.0170002,-0.3915133,-0.3613715,-0.4656749,0.06767273,-0.5146012,-0.2658648,-0.06931305,-0.07657957,-0.2804146,-0.141717,-0.5751991,-0.5940413,-0.941628,-0.05638552,0.01767111,-0.3572412,-0.3873334,-0.1078482,-0.5114155,-0.2060032,-0.07256222,-0.5507975,-0.9175239,-0.5207996,-0.6889696,-0.3530293,0.03128099,-0.3805671,-0.2920036,-0.08580875,-0.4612455,-0.2567606,-0.09651136,-0.002264977,-0.4063234,-0.1292481,-0.4759846,-0.359149,0.05404902,-0.5031052,-0.05101013,-0.3550148,-0.6061645,-0.6284032,-0.4907804,-0.4963684,-0.1352329,-0.02425861,-0.3388739,-0.05584812,-0.7078986,-0.5422149,-0.5271692,-0.4806504,-0.7215037,-0.3148565,-0.5934401,-0.6943765,-0.6709638,0.003491402,-0.06187105,-0.5807066,-0.4150591,-0.3874426,-0.3489375,-0.4921408,-0.2134314,0.1073723,0.09489489,-0.2951488,-0.398664,-0.008802891,-0.08727932,-0.6052103,-0.3628583,-0.07609844,-0.278028,-0.4289045,0.02514935,-0.4407263,-0.5053082,-0.2593603,0.06244755,-0.5337005,-0.2613983,0.002323151,-0.04766989,-0.2591023,-0.793407,-0.4334493,-0.6432395,-0.3881426,0.01124287,-0.4787803,-0.6178336,-0.5087361,-0.3611474,-0.5487471,-0.5986185,-0.3033652,-0.6913924,-0.4575582,-0.7440724,-0.4897423,-0.334702,0.05337858,-0.06018829,-0.5770946,-0.6105361,-0.3878269,-0.659276,-0.2719536,-0.04932165,-0.4712391,-0.5231996,-0.7230706,-0.2686014,-0.7708302,-0.4058995,-0.8477874,-0.02518749,-0.05425644,-0.02766085,-0.5140738,-0.5329728,0.03786135,-0.8207312,-0.2999587,-0.429215,-0.2016459,-0.01035929,-0.2148495,-0.2135148,-0.7382164,-0.6296358,-0.786622,0.01719046,-0.6119676,-0.6127572,-0.601162,-0.5470705,-0.6081471,-0.563683,-0.6087933,-0.08916426,-0.703598,-0.7017694,-0.7555537,-0.687603,-0.2874422,-0.227138,-0.2763562,-0.7053351,-0.5573807,-0.4078522,-0.5692453,0.1060753,-0.2606425,-0.3873811,-0.2327113,-0.6798778,-0.8064084,-0.2742944,-0.4570551,
1046.000,0.1993175,0.6843896,0.3075867,0.1627078,0.748004,0.4069495,-0.175127,0.3060207,0.5203977,0.05403328,0.9199252,-0.1545334,0.4152451,0.8811259,0.7787576,0.3010426,0.2978549,0.433064,0.4795938,0.3800364,0.4791937,0.2793436,0.1987848,0.2495036,0.2859869,0.6588655,0.2467399,0.1643195,0.269918,0.7418284,0.4005842,0.4824581,0.3877268,0.7408957,0.1519217,0.04504919,0.1890683,0.322392,0.5846329,0.0388155,0.3989172,0.3068523,0.4703512,0.1844544,0.7818174,0.1151519,0.4297404,0.07644129,0.5363321,0.7810173,0.1821632,0.3785048,0.4849486,0.4042349,0.4034042,0.1285224,0.7313828,0.05263853,0.2818832,0.4699287,0.3877459,0.797967,0.3191376,0.5832138,0.819808,0.335166,0.53125,0.1836457,0.4850163,0.1508651,0.05970955,0.1791492,0.05781174,0.9194179,0.1896238,0.6799316,0.3682714,0.2708445,0.2163191,0.1270347,0.1741753,0.6543779,0.5002074,0.8229761,0.5181184,0.0974164,0.5501013,0.8495188,0.5219088,0.2378216,0.5179362,0.4066563,0.7985864,0.7222924,0.001233101,0.8775659,0.5370345,0.4601345,0.7772098,0.05650854,0.6449103,0.4038992,0.4231281,0.4018021,0.2131038,0.3525248,0.1803493,0.8562527,0.8088965,0.3595057,0.1651044,0.7967706,0.488358,0.505652,0.7869291,0.8329358,0.07542467,0.8254247,0.1257119,0.894464,0.5800772,0.2794285,0.06370926,0.6234231,0.5191708,0.5597,0.5556984,0.888278,0.4083662,0.4535251,0.2532892,0.1607347,0.4323111,0.4740558,-0.01737928,0.748209,0.0604043,0.4370642,0.6790028,0.445406,0.1379151,0.5708175,0.1871448,0.4634886,0.3479862,0.2772532,0.8484054,0.3795657,0.8415809,0.5888619,-0.1234574,0.3159938,-0.02413654,0.5573978,0.732533,0.6097612,0.5154452,0.3452644,0.9050546,0.3996911,0.1753192,0.5227232,0.5284796,0.2135229,0.4690647,0.3349166,0.8036695,0.6897926,-0.07924271,0.6843271,0.4500089,0.3701468,0.3212099,0.1123734,0.2353005,0.2492781,0.01299143,0.661346,0.2276893,0.3316894,0.7858477,0.3368206,0.7011123,0.4733634,0.4239006,0.5723124,0.3864956,0.854919,0.3991714,0.2933116,0.6956143,0.6500568,0.1434245,0.2105894,
1047.000,0.3989196,0.2185931,0.5438895,0.3535442,0.4968534,0.5783424,0.2880039,0.1939049,0.3447747,0.4505482,-0.1547055,0.2095528,0.1060343,-0.04410648,0.5240784,0.4386582,0.5470953,0.5367332,0.1013823,0.451509,0.529151,0.4030423,0.4137826,0.4041138,0.5678167,0.2384858,-0.03836155,0.0754137,0.2226305,0.5312042,0.5122304,0.5014901,0.1238842,0.4716005,0.3863487,0.2349277,0.3341746,0.1788478,0.4879775,0.4174371,0.2516913,0.2683616,0.5381083,0.3412862,0.2626424,0.03186846,0.2869096,0.09803152,0.2498589,0.4620991,0.4576774,0.3045592,-0.03648806,-0.02434444,0.1212821,0.2208023,0.5631537,0.03669786,-0.1644745,0.2904067,-0.01608467,0.451973,0.2818494,0.224762,0.4383178,0.2549701,-0.1159401,0.2242537,0.3466358,0.3832374,0.06237221,0.08396387,0.2654862,-0.0438714,0.09489489,0.08996439,0.02426004,0.03486872,0.4521475,0.1085644,0.2249665,0.2343397,0.5202127,0.4341717,0.5556741,0.05524635,-0.1297736,0.4930744,-0.06397152,-0.1683025,-0.1270943,0.1643028,0.5447478,-0.1773529,0.3148046,0.02741671,0.2846432,0.3831058,0.1187606,0.2989731,0.3970981,0.5645943,0.01517916,0.02108765,0.4998355,0.5016041,0.02370405,0.2112184,0.07538033,0.3186188,0.3251195,0.460474,0.3231616,0.2448587,0.5006037,-0.04079962,0.4172559,0.2359028,0.3425174,-0.04949617,0.09126806,0.2594247,0.08797884,0.4604311,0.4834876,-0.1098881,0.2781134,0.0903821,0.5519071,0.5489464,0.04517794,0.3326807,0.5721936,0.161593,0.3740611,0.4519868,0.1083941,-0.08032274,0.2169003,0.1639051,0.16329,0.529058,0.3160319,0.3617473,-0.1031866,-0.04293251,0.0903964,0.5459099,0.251348,0.2286601,0.03954554,0.07819176,0.100781,0.1088667,-0.03969431,0.1948237,-0.003634453,0.2996454,-0.1267862,0.2836957,-0.02688742,0.3442607,0.3198004,0.4395719,0.2335272,0.5240884,0.1070089,0.3383694,0.3206286,0.1271367,0.2898526,0.332931,-0.215188,-0.2477856,0.08458424,0.02496004,0.2992907,0.466557,0.0964818,-0.1318769,0.4620991,0.1337914,0.07453775,0.141109,0.4427905,-0.1506867,0.02494669,0.05339146,0.515995,0.0130806,0.1187167,0.5394526,0.275681,-0.04353714,
1048.000,-0.01074982,-0.03890562,-0.3054008,-0.5019155,-0.314631,-0.6194892,-0.01482534,-0.3528571,0.004781723,-0.2956934,-0.3742924,0.01217747,-0.3510766,-0.06590939,-0.5030022,-0.3348508,-0.312387,-0.3209357,-0.7605767,-0.5017686,-0.3165569,-0.02980042,-0.03237247,-0.03024721,-0.3357449,-0.06416512,-0.3246779,-0.3693237,-0.5269742,-0.5058546,-0.03767395,-0.03549767,-0.5087552,-0.03833437,-0.4735761,-0.02932692,-0.01745415,-0.3685465,-0.03455973,-0.006101131,-0.03169441,-0.02266932,-0.3331122,-0.02647257,-0.3577514,-0.01320457,-0.3293319,-0.02923489,-0.05656767,-0.03446817,-0.3365641,-0.347899,-0.3698864,-0.5130744,-0.02098227,-0.3584108,-0.7292886,-0.009939671,-0.03512144,-0.3375149,-0.03879309,-0.02246141,-0.05892134,-0.02401829,-0.007434845,-0.01949167,-0.07622719,-0.5112786,-0.4698296,-0.3285184,-0.04798031,-0.03092384,-0.03436708,-0.07559586,-0.04877377,-0.06808758,-0.06725788,-0.04486609,-0.4751048,-0.05477333,-0.5146661,-0.05698013,-0.306941,0.0003080368,-0.5065417,-0.04663944,-0.05962753,-0.3380451,-0.09551525,-0.04491854,-0.6568279,-0.3664207,-0.7192597,-0.3830795,-0.03137159,-0.554697,-0.01344442,-0.620173,-0.3657775,-0.01793385,-0.4734964,-0.491003,-0.06326342,-0.334846,-0.7219858,-0.009616375,-0.01214361,-0.05845881,-0.06765699,-0.03385162,-0.006055832,-0.03446817,-0.2969513,-0.02605581,-0.331635,-0.05746555,-0.4990902,-0.3253665,-0.4802413,-0.06039619,-0.05242586,-0.0009365082,-0.622426,-0.002966881,-0.01867151,-0.3526707,-0.008033276,-0.34761,-0.4779329,-0.3430395,-0.3464718,-0.3299236,-0.6150575,-0.3364515,-0.5941386,-0.008800983,-0.04177141,-0.06042099,-0.0334506,-0.3746667,-0.6229954,-0.3322849,0.01074314,-0.007021427,-0.32235,-0.04496813,-0.3395371,-0.3271856,-0.3571372,-0.03890276,-0.03951168,-0.5434852,-0.4658751,-0.07565403,-0.07005596,-0.6447978,-0.5662856,0.003298283,-0.07168436,-0.5001674,-0.04153824,-0.4783053,-0.3020768,-0.3200698,-0.02052164,-0.0480442,-0.3537707,-0.01885223,-0.3282523,-0.3666053,-0.3372588,-0.2952633,-0.3706183,-0.3469868,-0.634407,-0.032897,-0.6003513,-0.0234499,-0.6146946,-0.0368247,-0.03295708,-0.02656174,-0.05277252,-0.3467464,-0.5002003,-0.05633211,-0.4904013,-0.04659986,-0.04374504,-0.01772118,-0.3589053,-0.508894,0.001377583,-0.624094,
1049.000,0.3037019,0.5308795,0.2336588,0.7933331,0.5644541,0.5279331,0.4684653,0.7972112,0.2616048,0.2955966,0.4767718,0.2686505,0.7602959,0.4424582,0.8837004,0.7621188,0.3536301,0.5207787,0.4846821,0.8488846,0.5653443,0.8261256,0.8003297,0.8273754,0.834702,0.7132554,0.2780828,0.762464,0.8110452,0.8526945,0.8040543,0.8187194,0.4931769,0.7608247,0.20438,0.7259421,0.4577332,0.834887,0.817338,0.3783073,0.3675194,0.8236508,0.8445163,0.8307824,0.7692103,0.2534466,0.184319,0.2936954,0.8174782,0.7993746,0.7448106,0.4511189,0.232482,0.5800877,0.2115674,0.7366734,0.8149567,0.1330953,0.2986784,0.5699201,0.3429585,0.4616742,0.8100414,0.07883263,0.164546,0.1627345,0.7449841,0.5320244,0.4196496,0.8031096,0.792541,0.2572885,0.678575,0.7975941,0.8052526,0.8118277,0.4740176,0.8215189,0.06991434,0.7418733,0.4891644,0.789021,0.3978262,0.2551651,0.8654075,0.8083611,0.467659,0.74684,0.6856241,0.3382325,0.1365714,0.8513331,0.4520712,0.7263432,0.7568092,0.748188,0.4644637,0.8610916,0.8166041,0.4338427,0.3975997,0.5811868,0.5171623,0.3806829,0.8719773,0.1852393,0.2590923,0.7606449,0.7978644,0.7157135,0.1105022,0.804575,0.3782139,0.7605557,0.8257122,0.263648,0.8613009,0.3916407,0.5673137,0.4997697,0.5224915,0.3297706,0.5910506,0.2382836,0.5352273,0.831511,0.2487888,0.5515566,0.259306,0.7200789,0.5406032,0.7558451,0.5762978,0.4854236,0.4314728,0.3540959,0.4317393,0.7842579,0.3150063,0.7522254,0.1528039,0.8483052,0.1541057,0.3185754,0.2498651,0.7698741,0.1710706,0.4461994,0.767489,0.2594233,0.4132557,0.7585258,-0.04229021,0.7348123,0.7022133,0.8503523,0.7297792,0.2123375,0.4436703,0.7582908,0.8225484,0.3093367,0.3221221,0.4669652,-0.0001630783,0.6861205,0.4811201,0.4403429,0.7645302,0.8203931,0.5696201,0.2134762,0.7243137,0.3702593,0.4041018,0.4808345,0.5826278,0.4634547,0.4073539,0.2887754,0.820787,0.3439293,0.5040374,0.3200617,0.8662772,0.7899976,0.1651297,0.2839293,0.7341061,0.3712702,0.4260674,0.8280344,0.3683205,0.2450395,
1050.000,-0.2977009,-0.314908,-0.5015049,-0.7372756,-0.2724285,-0.3472586,-0.73803,-0.6109514,-0.3131213,-0.3636332,-0.329751,-0.351284,-0.6587882,-0.6736231,-0.5194521,-0.9307194,-0.5360589,-0.5735784,-0.4205728,-0.130486,-0.2794466,-0.3801589,-0.1086583,-0.3861775,-0.1754317,-0.4989872,-0.3022804,-0.7391691,-0.5811992,-0.1836815,-0.1542521,-0.3200092,-0.6078773,-0.4730639,-0.4259315,-0.5014434,-0.6454811,-0.3063645,-0.3126884,-0.3211074,-0.3063726,-0.3390837,-0.2816544,-0.4158783,-0.337574,-0.2925591,-0.5189939,-0.2744689,-0.3816862,-0.1148353,-0.4342146,-0.6930628,-1.117136,-0.3692808,-0.641746,-0.4309139,-0.3395162,0.01967955,-0.800992,-0.4133196,-0.0777359,-0.272552,-0.3031292,-0.2144194,-0.5275917,-0.3293691,-0.4578691,-0.5817199,-0.2582011,-0.5836143,-0.089818,-0.3481145,-0.5834842,-0.2611327,-0.2390561,-0.3732314,-0.5654569,-0.3890171,-0.5409336,-0.3284507,-0.9027891,-0.09035301,-0.2393603,-0.2710142,-0.3200107,-0.2577615,-0.4703946,-0.4704947,-0.8781071,-0.05716658,-0.3580699,-0.4914184,-0.6693153,-0.739924,-0.8410063,-0.4688835,-0.2693267,-0.1268697,-0.1194105,-0.9413795,-0.05015087,-0.2699027,-0.2452693,-0.1778164,-0.1518326,-0.2929401,-0.3520536,-0.5556507,-0.2337632,-0.4242468,-0.7015562,-0.1622381,-0.01926374,-0.4391646,-0.09293938,-0.5224185,-0.255342,-0.2683668,-0.09027576,-0.0709033,-0.2765613,-0.5636196,-0.2823563,-0.08269596,-0.2843103,-0.2440772,-0.4839439,-0.2644653,-0.5862322,-0.5168357,-0.1342416,-0.8364973,-0.09406233,-0.2792192,-0.247293,-0.08281946,-0.7657571,-0.06605625,-0.5327749,-0.6500206,-0.6131592,-0.318779,-0.1298022,-0.4690356,-0.01268005,-0.5977578,-0.4143205,-0.8126125,-0.3296108,-0.7086878,-0.5525932,-0.5173059,-0.152709,-0.7751913,-0.7273498,-0.1095042,-0.6130362,-0.5524077,-0.2726765,-0.6907115,-0.3890171,-0.6399903,-0.6326241,-0.7623887,-0.1625853,-0.9026079,-0.2950826,-0.4656844,-0.6138415,-0.1571898,-0.4173598,-0.2619915,-0.920567,-0.1046586,-0.1123314,-0.5166311,-0.1162391,-0.2874327,-0.08600998,-0.263979,-0.3425298,-0.04934406,-0.08097601,-0.3140192,-0.306232,-0.1129775,-0.6619868,-0.2536969,-0.6337023,-0.3277612,-0.487998,-0.6913972,-0.2042007,-0.4126039,
1051.000,0.3111944,-0.05741262,-0.04612398,0.1709843,0.2294922,0.3344588,0.1137805,0.1942129,0.1892905,0.05403566,0.3351154,0.04091835,0.3038359,0.1603656,-0.164887,-0.1738935,0.1233644,0.1881375,-0.05862474,0.05338812,0.2617178,-0.3245611,-0.01896286,0.164022,0.3768864,0.3962383,0.1092839,0.2275128,-0.05987358,0.3838015,0.3278689,-0.2791185,0.2211623,-0.03449154,0.3352942,0.4000874,-0.0733285,0.2211428,-0.3698525,0.1540713,0.09560156,-0.1885562,0.001494408,-0.1072788,0.08461952,0.107512,-0.1097717,0.1296926,0.1529303,0.06409979,-0.1316962,0.245441,0.1564703,-0.2536631,-0.342298,-0.1363001,-0.02880001,-0.2140541,0.06750059,0.1128192,0.2827754,-0.04558182,0.2459288,-0.09693098,0.01631832,-0.3736815,-0.132556,0.2113581,0.2387867,-0.03050327,-0.09486294,-0.2085876,-0.1098852,-0.02202129,-0.2180653,0.1231327,-0.2289023,0.1879406,0.1234236,0.09009027,-0.1397781,-0.08951664,0.1816058,-0.08671331,0.2359109,-0.04047346,0.242619,0.1220069,0.2126818,0.1030083,-0.292861,-0.2989988,0.1890574,0.2917123,-0.1402326,0.1030345,-0.06316233,-0.03042078,0.04878044,0.08561516,-0.07576084,0.187211,0.1733108,-0.2197142,0.1177669,0.3639936,0.05849886,-0.09465456,-0.1980152,-0.1284003,-0.236124,0.3688788,-0.2480102,-0.27421,-0.1740999,-0.1083021,-0.1966271,-0.2639709,0.05018139,0.06495285,-0.2787547,-0.1064939,0.2305708,0.3613119,-0.2949557,-0.2008467,0.1172223,0.2097368,0.07863474,-0.2003856,0.390903,0.254858,0.04631329,-0.0549016,0.1682258,0.2916918,0.1770172,-0.258832,-0.2863374,0.2744641,0.1365771,0.2636495,-0.3096719,-0.3061161,-0.1878643,0.1837773,0.3277693,-0.1227288,-0.03721857,-0.06995106,0.4213572,0.4092345,-0.671927,0.1215911,0.2723598,-0.13307,0.4538031,-0.08642673,-0.02227306,-0.1197805,0.1879406,-0.0722084,-0.07754564,0.007076263,-0.3545671,-0.04094791,0.0729599,0.4147754,0.001484871,0.312078,-0.2074795,0.08733368,-0.05477524,0.3645072,0.3472171,-0.09137297,0.157093,0.02104473,0.128736,0.09265232,-0.1703639,0.06281233,0.1058421,0.3538556,0.1716952,0.07276344,-0.2258496,-0.004404545,0.2261639,-0.601409,-0.08581448,0.2027173,-0.01681995,-0.02413082,
1052.000,0.7975411,0.2905688,0.3093553,0.7832298,0.4802852,0.7742939,0.7796531,0.487092,0.1944675,0.7989717,0.7669029,0.8205099,0.311245,0.7819362,0.2970452,0.7626352,0.8137164,0.3530097,0.2514977,0.7857876,0.2005224,0.7844243,0.2953105,0.4890447,0.3051696,0.4749403,0.785501,0.3251648,0.4913759,0.2034392,0.5184631,0.7894716,0.7981424,0.7828298,0.7823653,0.4678645,0.7476687,0.5071564,0.2644491,0.484623,0.8116155,0.2748437,0.3202963,0.306973,0.7756462,0.7866135,0.4363251,0.4518604,0.5082016,0.7614641,0.7422371,0.7718964,0.4909425,0.2984657,0.3232183,0.748425,0.7199326,0.7762651,0.5127969,0.4842091,0.7994938,0.7307348,0.3330355,0.2631173,0.4707375,0.7746334,0.4731698,0.3146954,0.3268504,0.3073034,0.7817383,0.71176,0.7377801,0.4892654,0.2599568,0.7845616,0.2946115,0.3172908,0.745142,0.7646775,0.4664755,0.7726455,0.7823553,0.4587383,0.486094,0.7440867,0.5026555,0.7409749,0.5136046,0.3192611,0.7666655,0.1800599,0.4364948,0.4810762,0.3254261,0.7747416,0.7610979,0.4518042,0.7941794,0.7996068,0.7355452,0.7809682,0.8001251,0.7812405,0.4519563,0.4770222,0.788384,0.7705207,0.7624512,0.7322898,0.7433887,0.3151064,0.7066669,0.7595353,0.740551,0.43613,0.7643609,0.7457342,0.778306,0.7479429,0.7751722,0.4668646,0.3508992,0.2086554,0.2644897,0.7710528,0.7443123,0.5145454,0.8055882,0.400291,0.1726561,0.2053766,0.7862573,0.7498918,0.8075523,0.7831216,0.7707934,0.7433615,0.7460136,0.4901605,0.7381983,0.3028951,0.7434216,0.4548349,0.2415004,0.5010829,0.7935715,0.1672859,0.02810621,0.755321,0.2122312,0.3253617,0.735867,0.7791834,0.5114393,0.4470201,0.1026354,0.1996818,0.4655809,0.726038,0.3161783,0.2687321,0.7509656,0.1831703,0.7084246,0.7534347,0.7854166,0.2973776,0.753087,0.7735524,0.7651834,0.7482228,0.4630771,0.3059139,0.4684472,0.7540579,0.142406,0.1648984,0.2809467,0.7380767,0.07653856,0.7430515,0.452426,0.5020242,0.8198137,0.7474732,0.7165565,0.4251599,0.7965608,0.7421684,0.442472,0.09415674,0.4596467,0.7430735,
