,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h56,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h57,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h58,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_08h59,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h00,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h01,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h02,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h03,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h04,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h05,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h06,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h07,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h08,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h09,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h10,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h11,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h12,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h13,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h14,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h15,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h16,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h17,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h18,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,empty_cavity_test_08-11-2021_09h19,
3722.447,1.673529,1.672647,1.671826,1.670914,1.671538,1.671459,1.671761,1.671921,1.672622,1.672608,1.673074,1.673609,1.674677,1.674698,1.674835,1.675207,1.676669,1.676822,1.676754,1.676923,1.677891,1.679037,1.679172,1.679279,1.679706,1.680314,1.680878,1.680771,1.682193,1.681876,1.68177,1.682209,1.683858,1.684355,1.683974,1.684507,1.684625,1.685171,1.686361,1.686365,1.686325,1.686929,1.686763,1.687979,1.687738,1.688345,1.687992,1.689276,1.689102,1.689596,1.689852,1.689839,1.690374,1.691238,1.691113,1.691394,1.691646,1.691954,1.692192,1.69262,1.693174,1.693551,1.693845,1.693845,1.694505,1.694656,1.694596,1.694678,1.695245,1.695434,1.695878,1.696093,1.697061,1.696568,
3718.589,1.711426,1.710462,1.710192,1.708542,1.7095,1.709587,1.709419,1.709294,1.710473,1.710119,1.710572,1.710881,1.712023,1.711821,1.711926,1.712056,1.7135,1.713792,1.713682,1.71364,1.714277,1.715613,1.716085,1.715674,1.716166,1.716448,1.716981,1.716633,1.718128,1.717853,1.717486,1.71771,1.719225,1.719803,1.719487,1.719962,1.719937,1.719912,1.721524,1.721519,1.721448,1.721933,1.721666,1.722636,1.722586,1.722949,1.722485,1.723937,1.723705,1.724162,1.724535,1.724215,1.724674,1.725823,1.725553,1.725507,1.725802,1.726485,1.725834,1.726672,1.727038,1.727136,1.727669,1.727674,1.727937,1.728492,1.728501,1.728107,1.72866,1.728598,1.729407,1.729161,1.730116,1.729485,
3714.732,1.743595,1.742493,1.742199,1.740252,1.741005,1.740794,1.740415,1.740365,1.741387,1.740723,1.740737,1.741308,1.741891,1.741607,1.741974,1.741745,1.742962,1.743281,1.743404,1.743332,1.743534,1.744455,1.745509,1.744781,1.745354,1.745552,1.745476,1.745067,1.74629,1.746531,1.746095,1.746063,1.747286,1.747988,1.747181,1.747994,1.747712,1.74738,1.749182,1.748907,1.749122,1.749489,1.749171,1.749825,1.750039,1.749863,1.749777,1.750872,1.75115,1.751588,1.751359,1.751284,1.752025,1.752871,1.752544,1.752324,1.752448,1.753412,1.752625,1.753291,1.753468,1.753468,1.754165,1.754358,1.753909,1.75465,1.755001,1.75456,1.754688,1.754913,1.755534,1.755041,1.755916,1.755131,
3710.874,1.770372,1.768982,1.768187,1.766837,1.767112,1.766294,1.766118,1.76632,1.76665,1.766218,1.765556,1.766642,1.766425,1.76634,1.766787,1.766305,1.767565,1.767459,1.767773,1.767687,1.767683,1.768189,1.769463,1.768877,1.769221,1.769631,1.769035,1.768542,1.769354,1.769961,1.769815,1.769808,1.770314,1.771246,1.770012,1.770971,1.770728,1.770359,1.77185,1.771439,1.771884,1.772078,1.771541,1.772231,1.77275,1.771824,1.772266,1.772918,1.773645,1.773878,1.773121,1.773457,1.774589,1.774557,1.774479,1.774167,1.774048,1.775068,1.775055,1.775105,1.775079,1.774903,1.775529,1.776309,1.775288,1.775687,1.776183,1.776136,1.776098,1.776276,1.776817,1.776483,1.776762,1.776006,
3707.017,1.791101,1.789817,1.788611,1.788125,1.788106,1.787202,1.78726,1.787593,1.787539,1.787487,1.786578,1.787473,1.787358,1.787467,1.787892,1.787284,1.788467,1.788072,1.788357,1.788324,1.788121,1.788718,1.789534,1.789367,1.789366,1.790041,1.789392,1.788811,1.789542,1.789875,1.790176,1.790078,1.790057,1.790999,1.790196,1.790746,1.79073,1.79019,1.791446,1.791088,1.791628,1.791246,1.790844,1.791499,1.792209,1.790939,1.791764,1.79209,1.792786,1.792601,1.792051,1.792641,1.793414,1.793093,1.793321,1.792949,1.792616,1.793161,1.794191,1.793793,1.793615,1.79321,1.793634,1.795085,1.793837,1.794064,1.794194,1.794362,1.794739,1.79438,1.794693,1.794749,1.794551,1.79403,
3703.159,1.806299,1.805201,1.804077,1.803955,1.803869,1.803455,1.803432,1.803663,1.803722,1.803519,1.802774,1.802956,1.80349,1.803617,1.804137,1.803292,1.804022,1.803943,1.803826,1.804031,1.803603,1.804454,1.804536,1.804822,1.8047,1.805579,1.804746,1.804338,1.805337,1.804819,1.805436,1.80506,1.805065,1.805701,1.805818,1.805805,1.805894,1.804904,1.806229,1.8059,1.806531,1.80554,1.805757,1.805833,1.80645,1.80544,1.806341,1.806534,1.807147,1.806471,1.806257,1.80716,1.806967,1.80716,1.80731,1.806882,1.806473,1.80644,1.808076,1.807454,1.807324,1.80689,1.806955,1.808617,1.807564,1.807907,1.807592,1.807549,1.808276,1.807821,1.807653,1.80774,1.807767,1.807604,
3699.302,1.816642,1.815401,1.814996,1.814812,1.814559,1.814412,1.814305,1.814547,1.814503,1.814271,1.8134,1.813362,1.813779,1.813709,1.814248,1.813507,1.813687,1.814068,1.813288,1.814072,1.813693,1.814321,1.813823,1.814333,1.814227,1.815361,1.814018,1.813956,1.814974,1.813643,1.814403,1.814176,1.814244,1.814319,1.815323,1.814834,1.81501,1.813714,1.814869,1.814579,1.815344,1.814266,1.814721,1.814387,1.814571,1.81374,1.814562,1.814838,1.815538,1.814608,1.814601,1.815316,1.814753,1.81523,1.815312,1.814762,1.814414,1.814244,1.815843,1.814889,1.815033,1.814817,1.814432,1.815577,1.815141,1.815306,1.815171,1.814891,1.815374,1.81536,1.815068,1.814764,1.815088,1.815367,
3695.445,1.822636,1.821033,1.821479,1.821008,1.820175,1.819485,1.819635,1.819821,1.819339,1.819458,1.817968,1.818213,1.817958,1.817434,1.81794,1.817716,1.817619,1.817726,1.816758,1.818028,1.817895,1.817954,1.817104,1.817382,1.817224,1.818227,1.817095,1.816958,1.817557,1.816315,1.816674,1.816975,1.816813,1.816514,1.818084,1.817189,1.817349,1.816408,1.816943,1.816637,1.817429,1.816767,1.816911,1.81678,1.816367,1.815519,1.816254,1.816195,1.817039,1.81646,1.816554,1.81654,1.816396,1.816552,1.816777,1.816293,1.815851,1.815901,1.816938,1.815886,1.8161,1.816272,1.81579,1.815935,1.816308,1.815964,1.816426,1.816163,1.81609,1.816572,1.816145,1.815534,1.81569,1.816353,
3691.587,1.824347,1.822239,1.82272,1.822025,1.820528,1.819215,1.819401,1.818992,1.818456,1.818488,1.816554,1.817006,1.816438,1.815427,1.815934,1.815732,1.816133,1.815083,1.814609,1.815719,1.815753,1.815583,1.81465,1.814383,1.814094,1.814362,1.81433,1.813738,1.813757,1.813302,1.812956,1.813598,1.81311,1.813149,1.814304,1.813335,1.813381,1.812948,1.812883,1.812456,1.81313,1.813035,1.813044,1.812801,1.812311,1.811465,1.812028,1.811314,1.811868,1.812226,1.811904,1.811647,1.811977,1.811681,1.811751,1.81172,1.811182,1.81128,1.81171,1.811053,1.810877,1.811435,1.811181,1.81059,1.811592,1.810847,1.811431,1.811477,1.810931,1.811392,1.810724,1.810262,1.810059,1.810609,
3687.730,1.82045,1.818425,1.817994,1.817785,1.816179,1.81522,1.814829,1.8139,1.813895,1.813245,1.811758,1.812017,1.811688,1.810477,1.810762,1.810082,1.811176,1.809301,1.809376,1.809972,1.80988,1.80997,1.809343,1.808494,1.808206,1.807863,1.808332,1.80803,1.807269,1.807227,1.806663,1.807219,1.806692,1.80733,1.807327,1.806563,1.806799,1.80623,1.806066,1.805677,1.806212,1.806348,1.806292,1.805592,1.805694,1.804519,1.804801,1.804091,1.80392,1.804964,1.804289,1.804198,1.804472,1.804082,1.803852,1.804075,1.804003,1.803471,1.803849,1.803561,1.803112,1.80368,1.803474,1.802872,1.803781,1.803009,1.803325,1.803698,1.803003,1.802793,1.802549,1.802292,1.801978,1.801628,
3683.872,1.810814,1.809663,1.80831,1.808668,1.807577,1.807298,1.806113,1.805034,1.805767,1.804321,1.803729,1.803317,1.803564,1.802544,1.802383,1.801428,1.802256,1.800501,1.800948,1.801092,1.800993,1.800869,1.800676,1.799592,1.799488,1.798876,1.799045,1.799818,1.798261,1.797976,1.797436,1.797734,1.797443,1.798215,1.797472,1.796857,1.79739,1.796468,1.796669,1.796247,1.796606,1.796563,1.796181,1.795558,1.795978,1.794515,1.794484,1.794165,1.793759,1.794596,1.794245,1.794135,1.794011,1.793684,1.79346,1.793314,1.793989,1.792978,1.793337,1.792967,1.792895,1.792991,1.792579,1.792438,1.792665,1.791911,1.792264,1.792565,1.792009,1.791353,1.791733,1.791364,1.791199,1.790028,
3680.015,1.797291,1.79651,1.794777,1.794605,1.793839,1.793401,1.791491,1.790232,1.790969,1.789248,1.788875,1.787734,1.788299,1.787433,1.787037,1.785998,1.785988,1.784537,1.785082,1.784793,1.785262,1.784185,1.783763,1.783177,1.783027,1.782293,1.782282,1.783448,1.781715,1.781049,1.780423,1.780418,1.780384,1.780813,1.779976,1.779629,1.779918,1.779233,1.779609,1.778687,1.778859,1.778727,1.777906,1.777803,1.777829,1.776889,1.776646,1.776382,1.776079,1.776473,1.776332,1.77629,1.776121,1.775507,1.775215,1.774674,1.775738,1.775109,1.774956,1.774304,1.774615,1.774273,1.773653,1.773998,1.773816,1.772815,1.773274,1.77317,1.772851,1.772298,1.772591,1.772401,1.772304,1.771133,
3676.157,1.779039,1.777864,1.776137,1.774832,1.773875,1.772847,1.770482,1.769223,1.768784,1.767574,1.766813,1.765333,1.765547,1.764565,1.764072,1.763145,1.762562,1.761305,1.76163,1.7608,1.761749,1.760052,1.758957,1.759081,1.758517,1.758031,1.757857,1.758426,1.757068,1.756411,1.755791,1.755225,1.755535,1.755495,1.754599,1.754596,1.754475,1.754159,1.754184,1.752847,1.753006,1.752738,1.751677,1.751897,1.751558,1.75123,1.751057,1.750769,1.75017,1.750405,1.750049,1.750234,1.7503,1.749316,1.748409,1.748136,1.749123,1.748884,1.74828,1.747652,1.747653,1.747342,1.746649,1.747153,1.746931,1.74578,1.74606,1.745619,1.745664,1.745182,1.7449,1.745497,1.74491,1.744303,
3672.300,1.753543,1.75224,1.750737,1.748888,1.747925,1.746667,1.744548,1.743426,1.742128,1.741355,1.740437,1.73893,1.738543,1.737606,1.736743,1.736195,1.735438,1.734502,1.734391,1.733222,1.733925,1.73242,1.731084,1.731176,1.730387,1.730499,1.729877,1.729791,1.728912,1.728402,1.727887,1.726786,1.727387,1.727087,1.725879,1.725807,1.725821,1.725227,1.724845,1.723746,1.724053,1.723334,1.722534,1.722577,1.722259,1.721877,1.721927,1.721581,1.720718,1.72081,1.720312,1.720494,1.720563,1.719593,1.718114,1.71832,1.718922,1.718828,1.717885,1.717613,1.717112,1.717108,1.716371,1.716658,1.716213,1.715509,1.715381,1.714988,1.715152,1.714624,1.713914,1.715132,1.713711,1.713769,
3668.442,1.720574,1.71961,1.71867,1.717084,1.716542,1.715226,1.714065,1.712879,1.712036,1.71102,1.710223,1.708792,1.708234,1.707571,1.706372,1.705991,1.705361,1.704622,1.704061,1.703017,1.703142,1.702265,1.700908,1.700369,1.699811,1.700325,1.69933,1.698884,1.698521,1.697683,1.697228,1.696169,1.696636,1.696231,1.69492,1.694353,1.694677,1.693646,1.693004,1.692451,1.692791,1.691722,1.691436,1.690973,1.690567,1.690102,1.690125,1.689542,1.688888,1.688866,1.68829,1.688239,1.688038,1.687293,1.685949,1.686075,1.686354,1.686512,1.685167,1.68511,1.684394,1.684615,1.683766,1.683818,1.683079,1.683022,1.682303,1.68223,1.681998,1.681552,1.680894,1.681907,1.680279,1.680517,
3664.585,1.681542,1.68081,1.680697,1.679504,1.679152,1.67781,1.677312,1.676084,1.675835,1.674275,1.673694,1.672299,1.672014,1.671273,1.670296,1.669676,1.668951,1.668135,1.667545,1.66652,1.666235,1.665845,1.664474,1.663624,1.663291,1.663388,1.66258,1.661906,1.66189,1.660578,1.660092,1.659384,1.659458,1.65881,1.658024,1.656828,1.65715,1.656106,1.655244,1.654912,1.655124,1.653902,1.653917,1.652983,1.652462,1.652014,1.651741,1.651082,1.65078,1.650769,1.650037,1.649647,1.649187,1.648525,1.647673,1.647404,1.647604,1.647578,1.646429,1.646165,1.645381,1.645541,1.644794,1.644716,1.643987,1.643919,1.642897,1.642873,1.642343,1.642032,1.641619,1.641923,1.64082,1.640824,
3660.727,1.637016,1.636159,1.636372,1.635285,1.634498,1.633231,1.632446,1.631277,1.630726,1.628924,1.628602,1.627051,1.626861,1.625684,1.625103,1.624129,1.622931,1.622116,1.62167,1.620432,1.619823,1.619386,1.61825,1.617522,1.617105,1.616384,1.615955,1.615183,1.615082,1.613689,1.613219,1.612483,1.612255,1.611398,1.611108,1.609575,1.609685,1.608784,1.607842,1.607313,1.607406,1.606118,1.606086,1.604898,1.604526,1.603879,1.603343,1.602784,1.602583,1.602482,1.601615,1.600941,1.600435,1.599737,1.599216,1.598703,1.59882,1.598131,1.597641,1.597129,1.596214,1.596125,1.595759,1.595413,1.594837,1.594346,1.59345,1.593094,1.592692,1.592356,1.592005,1.591716,1.591122,1.591026,
3656.870,1.586114,1.584995,1.58455,1.583417,1.581893,1.580517,1.579146,1.577809,1.576485,1.574954,1.574431,1.572669,1.572146,1.570739,1.570033,1.568841,1.567327,1.566585,1.565919,1.564832,1.563746,1.56305,1.562118,1.561345,1.560751,1.559718,1.559103,1.55839,1.558114,1.556714,1.556376,1.555256,1.554873,1.554047,1.553571,1.552251,1.55216,1.551175,1.55028,1.549603,1.54959,1.548464,1.547975,1.546845,1.546466,1.54573,1.54513,1.544462,1.5441,1.543681,1.542881,1.542174,1.541725,1.541048,1.540557,1.53993,1.539802,1.538821,1.538498,1.538023,1.536858,1.536599,1.536536,1.535816,1.535317,1.534696,1.533925,1.533189,1.532863,1.532423,1.532138,1.531518,1.531052,1.530872,
3653.013,1.527934,1.526494,1.525145,1.523741,1.521659,1.5199,1.518292,1.516532,1.514709,1.51339,1.51204,1.51038,1.509396,1.507992,1.506732,1.505517,1.503981,1.503112,1.502076,1.501371,1.499781,1.499052,1.497966,1.497014,1.496284,1.495262,1.494239,1.493544,1.493199,1.491715,1.491403,1.490062,1.489655,1.48881,1.48795,1.486949,1.486756,1.485565,1.484615,1.483994,1.48382,1.483023,1.481866,1.481105,1.480394,1.479765,1.479167,1.478234,1.47776,1.476879,1.476438,1.475707,1.475276,1.474633,1.473962,1.473274,1.472919,1.472043,1.471473,1.47099,1.469825,1.469456,1.469428,1.468466,1.468004,1.467402,1.466748,1.465703,1.46525,1.464835,1.464683,1.463906,1.46329,1.462891,
3649.155,1.461481,1.459972,1.458552,1.456909,1.454808,1.452831,1.451309,1.449444,1.447573,1.446128,1.444137,1.442763,1.44157,1.44024,1.438573,1.437355,1.435954,1.434884,1.433648,1.433064,1.431303,1.430652,1.429282,1.4284,1.427474,1.426404,1.425345,1.424543,1.423884,1.422611,1.422192,1.420924,1.420491,1.419419,1.418556,1.417617,1.417311,1.416034,1.414984,1.414387,1.413958,1.413349,1.411984,1.411486,1.410505,1.410015,1.409287,1.408282,1.407792,1.40663,1.406494,1.405553,1.405136,1.40442,1.403638,1.402925,1.402509,1.401729,1.400957,1.400339,1.399457,1.399025,1.398753,1.397718,1.397395,1.396587,1.396131,1.394885,1.394519,1.39407,1.393858,1.393047,1.392323,1.391726,
3645.298,1.388805,1.387918,1.387137,1.385772,1.384042,1.382271,1.380943,1.379393,1.377772,1.376291,1.374356,1.373111,1.37194,1.370757,1.369148,1.367838,1.366599,1.365507,1.364202,1.36351,1.361939,1.361292,1.359882,1.35911,1.357995,1.35695,1.355984,1.355101,1.354076,1.353182,1.352692,1.351549,1.351015,1.349767,1.349005,1.348111,1.347605,1.346304,1.345346,1.344723,1.34407,1.343342,1.342419,1.341773,1.340844,1.34046,1.33953,1.338667,1.338084,1.337002,1.336831,1.335729,1.335336,1.334478,1.333808,1.333042,1.332651,1.331955,1.331088,1.330445,1.329716,1.329337,1.328649,1.327724,1.327537,1.326537,1.326154,1.324928,1.324813,1.324185,1.323764,1.322936,1.322316,1.321578,
3641.440,1.314837,1.314749,1.314423,1.313531,1.312072,1.310624,1.309464,1.308098,1.306713,1.305401,1.303779,1.302583,1.301368,1.300302,1.298985,1.297621,1.296423,1.295489,1.294208,1.293375,1.292032,1.291357,1.290113,1.289264,1.288144,1.287211,1.286191,1.28537,1.284286,1.283565,1.282996,1.281939,1.281354,1.280164,1.279275,1.278582,1.277868,1.276643,1.27581,1.275212,1.274508,1.273569,1.273116,1.272224,1.271517,1.271115,1.270105,1.269411,1.26876,1.267825,1.267545,1.266451,1.26601,1.2651,1.264611,1.263802,1.26339,1.262741,1.261949,1.261349,1.260641,1.26031,1.259336,1.258614,1.258377,1.257515,1.256991,1.256065,1.255915,1.255267,1.254728,1.253863,1.253373,1.25255,
3637.583,1.243382,1.243454,1.243074,1.242267,1.24086,1.239478,1.238334,1.236966,1.235507,1.23435,1.232849,1.23168,1.230358,1.22935,1.228129,1.22686,1.225671,1.224848,1.223721,1.222727,1.221532,1.220801,1.2197,1.21876,1.217792,1.216909,1.215859,1.215183,1.214184,1.213472,1.212798,1.211841,1.211268,1.210229,1.209263,1.208766,1.207912,1.206952,1.20608,1.205569,1.204853,1.203867,1.20355,1.202604,1.202015,1.201566,1.200656,1.200087,1.199497,1.198584,1.198295,1.197303,1.196744,1.195946,1.195553,1.194759,1.194283,1.193698,1.193021,1.19247,1.191799,1.19143,1.19051,1.189852,1.189564,1.188902,1.188282,1.187705,1.187302,1.186833,1.186271,1.18547,1.185016,1.184194,
3633.725,1.176651,1.176225,1.175451,1.174269,1.172763,1.171176,1.169854,1.168461,1.16682,1.165647,1.164132,1.162878,1.161583,1.160527,1.159201,1.158093,1.156994,1.156157,1.155193,1.154078,1.153086,1.152233,1.151234,1.150277,1.149488,1.148607,1.147631,1.147044,1.146141,1.145444,1.144753,1.143872,1.143334,1.142361,1.141569,1.141156,1.140264,1.139561,1.138688,1.138233,1.13747,1.136586,1.13623,1.135421,1.134802,1.134379,1.13366,1.133146,1.132658,1.131784,1.131469,1.130617,1.130022,1.1294,1.129014,1.128249,1.127771,1.127333,1.126684,1.126209,1.125561,1.125161,1.124465,1.123813,1.123579,1.122941,1.122421,1.121969,1.12146,1.121137,1.120585,1.119961,1.119495,1.118811,
3629.868,1.115007,1.114197,1.113135,1.111671,1.110136,1.108509,1.107076,1.105693,1.104171,1.102952,1.101496,1.100244,1.099131,1.097978,1.096637,1.095695,1.094762,1.093933,1.093016,1.09198,1.091231,1.090312,1.08948,1.088526,1.087897,1.087097,1.086226,1.085665,1.084891,1.084263,1.083587,1.082805,1.082326,1.081416,1.080848,1.080443,1.079598,1.07903,1.078321,1.07785,1.077139,1.076403,1.075997,1.075416,1.074754,1.074355,1.073809,1.073307,1.072906,1.07219,1.071807,1.071106,1.070654,1.070149,1.069719,1.06904,1.068618,1.068292,1.067668,1.06728,1.066664,1.066318,1.065763,1.065259,1.06503,1.06439,1.063987,1.063555,1.063108,1.062845,1.062371,1.061904,1.061425,1.060965,
3626.010,1.060047,1.05937,1.058375,1.057086,1.055777,1.054512,1.05322,1.052022,1.05074,1.049727,1.048399,1.047384,1.046501,1.045422,1.044226,1.043493,1.042741,1.041975,1.041114,1.0403,1.039653,1.038917,1.038291,1.03743,1.036895,1.036264,1.035544,1.03499,1.034359,1.03383,1.033151,1.032552,1.032158,1.031414,1.030957,1.030552,1.0298,1.029324,1.028776,1.028338,1.027792,1.027241,1.026786,1.02639,1.025799,1.025363,1.02495,1.024519,1.024166,1.023668,1.023255,1.022716,1.022438,1.022002,1.021538,1.021018,1.020655,1.020401,1.019808,1.019495,1.019036,1.018726,1.018268,1.017965,1.017665,1.017123,1.016736,1.016411,1.016015,1.015809,1.015461,1.015109,1.014647,1.014363,
3622.153,1.014369,1.013887,1.012991,1.011968,1.0109,1.010024,1.008931,1.007975,1.006776,1.006074,1.004897,1.004119,1.003419,1.002582,1.001594,1.00104,1.000382,0.9997068,0.9990098,0.998417,0.9977196,0.9973035,0.9968159,0.9961588,0.9956599,0.9951871,0.9946457,0.9941022,0.9936019,0.993177,0.992569,0.9921313,0.9918423,0.9912876,0.990877,0.9905169,0.9899136,0.989509,0.9890727,0.9887484,0.9883395,0.9879903,0.9875264,0.9872167,0.986816,0.9863191,0.9860173,0.9857115,0.9853758,0.9850727,0.984724,0.9843167,0.9841053,0.9837422,0.9832976,0.9829324,0.982634,0.9824964,0.981898,0.9816847,0.9814519,0.981064,0.980787,0.9806063,0.9802523,0.979863,0.979494,0.9792772,0.9789415,0.9787719,0.9785345,0.9783257,0.9779157,0.9777371,
3618.295,0.9783923,0.9779241,0.9770096,0.9760776,0.9750949,0.9744123,0.9734454,0.9725893,0.9715457,0.9709559,0.9700044,0.9693679,0.9687877,0.9681877,0.9674572,0.9669704,0.9663681,0.9658548,0.9653262,0.9649189,0.9642492,0.9639847,0.9636068,0.9631456,0.9627275,0.9623498,0.9619612,0.9615104,0.9610985,0.9607909,0.9603359,0.9599763,0.9597484,0.959369,0.9590628,0.9587854,0.9583336,0.9580083,0.9577192,0.9574926,0.9571226,0.9569595,0.9566046,0.9563217,0.956121,0.9556165,0.9554111,0.9551929,0.9549055,0.954765,0.954525,0.9541693,0.9539973,0.953724,0.9533461,0.9531204,0.9528945,0.9528351,0.9522921,0.9522334,0.9520743,0.9516682,0.9515697,0.9514573,0.951134,0.9508613,0.9506031,0.9503935,0.9501998,0.9500325,0.9498845,0.9497923,0.949491,0.9493948,
3614.438,0.9521571,0.9515795,0.9507059,0.9498038,0.948871,0.9483008,0.9474625,0.9466409,0.9459352,0.9453453,0.9446585,0.9441705,0.9437161,0.9432755,0.9428011,0.9423655,0.9419053,0.9415847,0.9411792,0.940854,0.9404223,0.9401168,0.9398904,0.9395944,0.9393056,0.9389814,0.9387478,0.9384655,0.9381225,0.9379564,0.9376446,0.9373583,0.9371451,0.9369497,0.9368331,0.9366019,0.9362757,0.9360586,0.9359429,0.9357542,0.9354064,0.9354135,0.9352366,0.9349955,0.9349153,0.934514,0.9343961,0.934239,0.9340299,0.9340068,0.933845,0.9335648,0.933428,0.9332691,0.9330125,0.932896,0.9327912,0.9326672,0.9323436,0.9324098,0.9321743,0.9319554,0.9318901,0.9318516,0.9316266,0.9314427,0.9313231,0.931121,0.9310562,0.9309421,0.9308596,0.9307784,0.9306529,0.9306171,
3610.580,0.9360475,0.9352958,0.9345627,0.9337747,0.9329857,0.932493,0.9318605,0.9312053,0.9308079,0.930328,0.9298824,0.9295492,0.9293172,0.9289831,0.9287011,0.9283834,0.9281314,0.9279441,0.927689,0.9273756,0.9272699,0.9269131,0.9268775,0.9267383,0.9265719,0.926312,0.9262514,0.9261184,0.9259024,0.9258955,0.9257025,0.9255207,0.9253524,0.9253192,0.925373,0.9251648,0.9250191,0.9248807,0.9249303,0.9247487,0.9245268,0.9246305,0.9245975,0.9244387,0.9244576,0.9242247,0.9241881,0.9241067,0.9239961,0.9240059,0.923923,0.9238314,0.9236754,0.9236355,0.9235323,0.9234748,0.9235576,0.923332,0.9232986,0.9233955,0.9231332,0.9231757,0.9230347,0.9231248,0.9229934,0.9229202,0.9228916,0.9227917,0.9227741,0.9227908,0.9227175,0.9226327,0.9226586,0.92269,
3606.723,0.9302884,0.9295219,0.9289708,0.9284711,0.9279552,0.9275749,0.927265,0.9269428,0.9267598,0.9265364,0.9263266,0.9261595,0.9261906,0.9260005,0.9259121,0.9257367,0.9256971,0.9256118,0.9255465,0.9253781,0.9255031,0.9251913,0.9253662,0.9253375,0.9252875,0.9251578,0.9252748,0.9252563,0.925232,0.925383,0.9253175,0.9252551,0.9251425,0.9252849,0.9253821,0.9252869,0.9253557,0.9252979,0.9254595,0.9253331,0.9253261,0.9254366,0.925486,0.9254254,0.9255949,0.9255483,0.925552,0.9255751,0.925603,0.9255862,0.925625,0.9257188,0.9256032,0.9256538,0.9256426,0.9256827,0.9259344,0.9257236,0.9258743,0.9259835,0.925806,0.9260235,0.9258665,0.926093,0.9260512,0.9260853,0.9261307,0.9261624,0.9261662,0.9263287,0.9262547,0.9262463,0.9263361,0.926451,
3602.866,0.935631,0.9349622,0.9345189,0.9343359,0.9340723,0.933921,0.9339356,0.9339191,0.9339334,0.93399,0.9339978,0.9340296,0.9342179,0.9342344,0.9343822,0.9343378,0.934503,0.9345667,0.9346721,0.934784,0.9350144,0.9348484,0.9351939,0.9352489,0.9353042,0.9353854,0.9356802,0.935763,0.9359247,0.9362115,0.9362544,0.9363352,0.9362959,0.9366093,0.9366666,0.9367884,0.9370165,0.9371038,0.9373138,0.937331,0.9375077,0.9376217,0.9377108,0.9377906,0.9380841,0.9382515,0.938233,0.9384313,0.9385808,0.9385774,0.9387519,0.9389297,0.9389673,0.9391173,0.9391217,0.9393505,0.9396726,0.9395712,0.939791,0.9399618,0.9399208,0.940221,0.9402077,0.9404494,0.9405365,0.9406621,0.9407748,0.9409281,0.9409511,0.9412288,0.9412402,0.9413503,0.9414778,0.9416428,
