;6\J6\˜;.Nº3.N2;®gÎ®g;._ø!._F ;¾'¾Z%;6€ð6€>;e2eh0;d|.dÊ,;~j†~jÔ;6oV)6oæ$;‡ð‡>;6\6'6\„%;®g`&®g®$;6€J6€˜;&€ò7&€@6;‡J‡˜;¾[æ¾[Ô;6€0	6€~;~j+~jl);¾[0=¾[~ ;eJe˜;6oì6o:;®gJ®g˜;~jà~j. ;._ö._D;6W¦,6Wô*;._J._˜;6€®36€ü1;¾[ˆ.¾[Ö,;&€œ&€ê;¾f¾´;._Î6._5;dìdÌ?;en#e¼!;¶3’¶0?;6o‚,6oÐ*;‡ø:‡F9;
848,000;0,1076965;0,09836388;0,05720139;0,1110859;0,1153412;0,08721495;0,0793972;0,09974527;0,0519352;0,07299805;0,09153175;0,07651234;0,08512926;0,04521799;0,06618166;0,08518028;0,03189325;0,0660882;0,09490013;0,103775;0,1243329;0,05165386;0,07186174;0,08479023;0,06188297;0,09476757;0,04856157;0,06000042;0,0674305;0,06042099;0,05476141;0,05923796;0,08646774;0,04218721;0,08314037;0,0459981;0,06452131;
849,000;0,08706856;0,04894733;0,07310009;0,1236529;0,1019702;0,06009722;0,1022806;0,06166315;0,03843784;0,1139998;0,06666183;0,06215048;0,05767918;0,1090946;0,1304636;0,06716824;0,09642649;0,06201887;0,06474066;0,07330656;0,05996227;0,05835915;0,0493083;0,08491898;0,09498692;0,0999465;0,1120429;0,03697062;0,06123829;0,1213975;0,07320547;0,06240606;0,0784421;0,06452131;0,1422153;0,05305958;0,04648066;
850,000;0,0439949;0,01989555;0,07748318;0,02262115;0,07166004;0,07258129;0,07768393;0,06398821;0,04868937;0,05979395;0,0375123;0,08220005;0,04076719;0,07152414;0,06156683;0,02020454;0,05785942;0,0399003;0,07032251;0,0630374;0,03241348;0,08284569;0,05001926;0,05296755;0,01603317;0,06011534;0,09473896;0,07526159;0,09805346;0,04414034;0,09180689;0,09792948;0,03863239;0,07245493;0,05893421;0,04990625;0,07844257;
851,000;0,08832693;0,1781044;0,04331923;0,1045494;0,1071019;0,1072865;0,08941174;0,09007645;0,08956194;0,1056938;0,07320309;0,05938148;0,1406407;0,1402459;0,07317448;0,07256842;0,07208967;0,05771255;0,07374287;0,1236687;0,08909607;0,05923939;0,05903959;0,07372522;0,1577787;0,1231818;0,05866718;0,07489109;0,05949306;0,07274914;0,1065383;0,05947685;0,08889389;0,05795765;0,1229806;0,05869341;0,07457256;
852,000;0,00543499;-0,06022787;-0,005336285;-0,03703165;-0,04996061;-0,05861568;-0,04015303;-0,04973793;-0,0382185;-0,04950714;-0,0410533;-0,03612471;-0,04381323;-0,03544998;-0,02882814;-0,02065611;-0,02179384;-0,03126335;-0,02904654;-0,07216454;-0,04214621;-0,03856897;-0,06837273;-0,05108261;-0,03986835;-0,04453278;-0,02833986;-0,04833221;-0,0288496;-0,03213978;-0,0250864;-0,02930784;-0,04216576;-0,01071835;-0,07104826;-0,0492506;-0,03930616;
853,000;0,03357744;0,05072641;0,05822802;0,04359388;0,05684662;0,06844521;0,05634356;0,06437016;0,07692003;0,06844568;0,03617048;0,06159401;0,06339312;0,0587492;0,05811119;0,05465412;0,05157804;0,0428915;0,05313015;0,04679394;0,04686642;0,0346837;0,0359621;0,04828262;0,0409236;0,06099367;0,04727268;0,0435853;0,04625416;0,04951382;0,02651501;0,03831196;0,04571915;0,04774094;0,05460835;0,044312;0,05519724;
854,000;0,05798817;0,033885;0,04415941;0,06240225;0,03687429;0,02972031;0,04363155;0,04405069;0,04992723;0,03943062;0,02595139;0,04689026;0,04180622;0,04645014;0,03811646;0,05136395;0,03949499;0,04045486;0,0384264;0,0451088;0,03160572;0,02915716;0,04361582;0,05361319;0,03396416;0,04947519;0,04168081;0,04050875;0,04547548;0,06058121;0,0447216;0,03846073;0,02548027;0,05062628;0,04115152;0,03290939;0,04482651;
855,000;0,04081106;0,05718803;0,05353165;0,04375744;0,04383707;0,04819679;0,05796528;0,05869389;0,06398726;0,03594351;0,07123756;0,03796434;0,06363869;0,06143141;0,05393362;0,05538893;0,04011822;0,04272223;0,05577517;0,03996038;0,05112839;0,0539732;0,05966091;0,0330987;0,0394721;0,05006409;0,06044102;0,06567192;0,04270124;0,04468346;0,05912542;0,05227757;0,07006598;0,05417633;0,05233765;0,06553698;0,04033995;
856,000;0,08514404;0,08842897;0,03334427;0,09089851;0,07789564;0,08061934;0,03880119;0,06889057;0,05123758;0,05579948;0,04914522;0,07280493;0,05866194;0,06655025;0,05649424;0,06690645;0,0475769;0,05877113;0,04404211;0,08676291;0,06017065;0,07683468;0,06609964;0,08074474;0,06849527;0,0655756;0,05186605;0,03387403;0,05071783;0,06894445;0,04418564;0,05075836;0,05667067;0,05283689;0,05352497;0,05331135;0,05145168;
857,000;0,02972412;0,02138615;0,05985975;0,0450983;9,441376E-5;0,007352829;0,03613281;0,00716114;0,0441227;0,06018114;0,02884531;0,0219388;0,02897406;0,01425171;0,03636265;0,04441357;0,0444355;0,06036377;0,04381752;0,02197266;0,0142498;0,02892923;0,021492;0,01452923;0,02163935;0,01460981;0,02881479;0,04332542;0,014256;0,007377625;0,02905846;0,03630018;0,02887201;0,02873468;0,05194664;0,05191994;0,01410055;
858,000;0,04959726;0,1009922;0,04862022;0,03870058;0,08448315;0,06832075;0,06875229;0,06735945;0,04981232;0,06177473;0,05372143;0,05386591;0,0637784;0,07448816;0,08262157;0,06322956;0,04749823;0,04591703;0,07781887;0,07522154;0,06492043;0,07807779;0,07212782;0,07250357;0,0854907;0,03902483;0,0594945;0,09190702;0,05230284;0,06835604;0,04633236;0,06897402;0,05297613;0,07001257;0,08290386;0,05008745;0,07281208;
859,000;0,05630589;0,03954124;0,06725264;0,07347298;0,02396297;0,04814386;0,01481628;0,05438948;0,03193283;0,04655409;0,04299402;0,03651333;0,04940319;0,04050398;0,02780199;0,04630804;0,05552244;0,08175945;0,04431772;0,05529308;0,03036594;0,02216816;0,03836346;0,04559755;0,05617809;0,02665377;0,03064013;0,02050686;0,05179691;0,04705429;0,03640747;0,03404999;0,03156948;0,03012753;0,05352259;0,04154634;0,03543186;
860,000;0,01862955;0,03199625;0,06810284;0,03705835;0,03938913;0,02346325;0,04821682;0,04193497;0,07049942;0,02475309;0,02994204;0,02030277;0,02929783;-0,01099968;0,04500914;0,05219746;7,43866E-5;0,03135109;0,03005505;0,02822781;0,01685572;0,04637575;0,04289722;0,02229834;0,01055956;0,03992987;0,03671694;0,06099463;0,04400539;0,003249168;-0,005853176;0,02528238;0,02697039;0,02263832;0,007123947;0,05538797;0,03222466;
861,000;0,08815479;0,1147656;0,03433657;0,08109474;0,09752226;0,06911707;0,04368448;0,07777119;0,05181217;0,05901575;0,07004404;0,04902887;0,06889629;0,0370121;0,07490206;0,06660223;0,07407379;0,0625577;0,02276993;0,02555132;0,09305191;0,0374279;0,08458662;0,07117128;0,05531693;0,03185892;0,03618431;0,03153992;0,05951643;0,06834126;0,0484519;0,02044535;0,05880404;0,08983707;0,03855848;0,03880072;0,07106161;
862,000;0,06027651;0,01777744;0,06304789;0,05139685;-0,01608849;0,01713276;0,04395485;0,03625393;0,02602863;0,04815245;0,03177166;0,04260921;0,0355711;0,02717209;0,03981495;0,008546829;0,02865887;0,005815506;0,02300167;0,03656149;0,068398;0,07176733;-0,001977921;0,0335536;0,04414845;0,03248978;0,01709747;0,03516579;0,01468849;0,03360128;0,03497171;0,0374856;0,04123545;0,04674721;0,02967024;-0,006967545;0,05604315;
863,000;0,0424037;0,0771656;0,0424037;0,03140831;0,0424037;0,08940029;0,05368471;0,02068424;0,0424037;0,08940029;0,06526661;0,05368471;0,03140831;0,08940029;0,02068424;0,0424037;0,0424037;0,0424037;0,08940029;0,0424037;0,05368471;0,03140831;0,1019893;0,08940029;0,0424037;0,05368471;0,05368471;0,05368471;0,05368471;0,06526661;0,03140831;0,05368471;0,05368471;0,06526661;0,03140831;0,0771656;0,03140831;
864,000;0,07998943;0,08355999;0,06226683;0,07430315;0,06896448;0,05277872;0,05677605;0,07447195;0,05585718;0,05667973;0,04295874;0,07058239;0,05227423;0,06551266;0,06309271;0,05263472;0,09700298;0,04680252;0,05339384;0,0445652;0,04768562;0,05657911;0,0620904;0,05650043;0,09933758;0,06256723;0,04430914;0,04854298;0,03882647;0,09763622;0,08109379;0,1029887;0,05727959;0,06025314;0,06358337;0,06357336;0,05038977;
865,000;0,03288364;-0,01850414;0,05953026;0,02168083;0,01807928;-0,001360416;0,03908777;-0,009875298;0,07810307;0,0369935;0,02469778;0,03663826;0,009175301;0,02204609;-0,003290176;0,01986027;-0,00187254;0,003385067;-0,001962662;0,008640766;0,02732229;0,010499;0,0320096;-0,007316589;-0,01568365;-0,02367449;0,04940653;0,02905226;0,01283026;-0,02348757;0,02987242;0,02410269;0,03097248;0,02126026;-0,01838446;0,01433802;-0,01845026;
866,000;0,07250977;0,07066727;0,04210329;0,05383253;0,06002235;0,07530737;0,05193663;0,07416964;0,0624733;0,05302334;0,05873537;0,03886461;0,02779055;0,08109093;0,08018255;0,0599637;0,06146622;0,03892708;0,08002758;0,05902576;0,05675793;0,03346205;0,0606885;0,08157635;0,07039022;0,06231594;0,08441162;0,1238704;0,06115723;0,05003405;0,09111977;0,06682444;0,06327152;0,0007119179;0,0235033;0,02970552;0,05690336;
867,000;0,06573677;0,06328869;0,03874493;0,0570035;0,06981611;0,006351948;-0,0001802444;0,04412031;0,01694441;0,01441574;0,03924465;0,03774643;0,01197052;0,05214071;-0,01483345;0,02884674;0,04694557;0,05641794;0,03815174;0,06386137;0,06142378;0,03806591;0,01970196;-0,007861614;0,04175329;0,04690027;0,01540709;-0,02689838;0,02325964;0,01507139;0,09077024;-0,006040096;0,005752563;0,04296446;0,02587891;0,008807182;0,0454464;
868,000;0,03869534;0,02189064;0,03906107;0,009049892;0,00321722;0,06750202;0,08713531;0,04231358;0,05341244;0,07227564;0,04348326;0,02055216;0,08003569;0,001456738;0,04891348;0,07209873;-0,01141691;0,06288862;0,02867794;0,0007772446;0,0163579;0,05222559;0,02776337;0,03806973;0,03009844;0,01122475;0,03036547;0,0660038;0,02934217;0,0517478;0,03574467;0,05675316;0,0541091;0,05206442;-0,004964352;0,05215311;0,08632278;
869,000;0,09412241;0,2127428;0,07865477;0,08009577;0,1581926;0,1741877;0,1224985;0,1572962;0,156785;0,1074162;0,1393704;0,108789;0,07689047;0,1418376;0,1568093;0,1563888;0,195859;0,1089563;0,15658;0,1941752;0,1572824;0,07804871;0,1232762;0,1075587;0,1082506;0,175622;0,1083837;0,124136;0,1403089;0,1391253;0,1421037;0,07731295;0,1227975;0,07850981;0,1106544;0,1542568;0,1934872;
870,000;0,04692507;-0,005732059;0,02582455;0,04204559;-0,003395081;0,0124979;0,02737141;0,01462269;0,0158267;0,01819229;-0,0180192;0,02198029;0,004721165;0,03994799;0,008370876;0,0008997917;0,04401493;0,03425694;0,003796101;-0,00230217;-0,005885601;0,01309252;-0,01902533;0,005506039;0,003203869;0,009577274;0,01941538;0,07149315;0,003171444;-0,008019447;0,04714203;0,01201153;-0,006297112;0,0208025;0,05116177;-0,04705763;0,04942131;
871,000;0,05201006;0,1192145;0,04408789;0,09850597;0,1121688;0,07926035;0,1256242;0,09717321;0,09241772;0,06369305;0,07993937;0,0743432;0,07207155;0,09123135;0,07187319;0,06787729;0,05260181;0,04033232;0,1230078;0,1006398;0,1040854;0,08526945;0,07210016;0,04173565;0,08093119;0,06129885;0,07057476;0,07443571;0,08222151;0,0648222;0,05338287;0,0718627;0,09141922;0,0588131;0,04280567;0,09883499;0,08749628;
872,000;0,06813574;0,1079636;0,05095005;0,1249142;0,08852148;0,02677917;0,04433441;0,06266022;0,04027462;0,05924654;0,04577971;0,05321217;0,03370285;0,0774188;0,06664753;0,05302668;0,02547789;0,0345974;0,05194092;0,05952883;0,04510546;0,03120899;0,03959751;0,02004623;0,05839634;0,04232502;0,02137518;0,05398893;0,06090975;0,07943344;0,04577112;0,01490641;0,05833673;0,03461981;0,06148291;0,01426411;0,04615927;
873,000;0,05600357;0,02269125;0,07106113;0,05658007;0,03929567;0,05475235;0,06125355;0,03743076;0,01034307;0,08839083;0,03838158;0,0639348;0,07630777;0,05631447;0,08606005;0,06321955;0,04308271;0,04958344;0,01654053;-0,005361557;0,02177525;0,02019072;0,03319502;0,0342288;0,02447081;0,02786875;0,04476833;0,05352354;0,05296421;0,06984854;0,01417732;0,03629446;0,06083298;0,0254879;0,03817129;0,06893015;0,03906202;
874,000;0,05386305;0,09939051;0,04097557;0,07060051;0,07381344;0,03329563;0,006084442;0,1198192;0,02885008;0,07642317;0,04351234;0,08904409;0,06199741;0,03156805;0,04761362;0,05828571;0,07397318;0,06162262;0,08475971;0,08577967;0,05611134;0,03315783;0,05657768;0,07056999;0,1024389;0,05387354;0,03167152;0,04382801;0,0429945;0,01528835;0,02857447;0,07272339;0,03154802;0,04084969;0,02703285;0,04763651;0,08784294;
875,000;0,03074503;0,0009737015;0,03269434;0,01752377;-0,01571846;0,001641273;0,01186752;-0,005346298;0,0004377365;-0,0008449554;-0,001570702;-0,01467991;-0,00893259;-0,02338934;0,01095772;0,006681442;-0,01301956;-0,03590202;-0,002784729;-0,02421808;0,02262449;-0,03706074;0,00647068;0,004876137;-0,00641489;0,02969217;0,0004124641;0,01030827;0,0206995;0,02184057;-0,01264524;0,02076721;0,009774685;0,00483942;0,007577419;-0,0417161;0,007609844;
876,000;0,02429438;0,0002832413;0,01037645;0,01815367;0,03386831;0,07483721;0,02326012;0,02509594;0,05439949;0,05508327;0,05099535;0,03423405;0,083951;0,004660606;0,03621864;0,007009029;0,04609108;0,001484394;0,05567884;0,03812838;0,08486891;0,09820652;0,005823612;-0,005351067;0,002499104;0,01446819;0,011693;0,03707409;0,02109051;0,02309942;0,01515675;0,05209827;0,008379459;-0,03026056;0,03069496;0,001226902;0,04326868;
877,000;0,04996109;0,09261608;0,04712486;0,06061411;0,05025864;0,07329702;0,02881479;0,01959896;0,02549267;0,06221151;0,07571077;0,05734682;0,04011345;0,03891182;0,0602231;0,03362989;0,05160522;0,06848574;0,02959156;0,0211215;0,04457378;0,05472898;0,04389763;0,05114603;0,05341196;0,04015207;0,03111553;0,0231328;0,0439415;0,05803204;0,03345251;0,06627798;0,02817106;0,04384422;0,08504152;0,03333664;0,02148676;
878,000;0,04925489;0,02081537;0,09162235;0,01323032;0,02468586;0,03918028;0,05278921;0,04991102;0,03853178;0,0718236;0,04623508;0,04805183;0,04164648;0,07258272;0,04314137;0,03114605;0,03855038;0,04130268;0,04046297;0,02762651;0,04540348;0,07273769;0,03504467;0,03106022;0,05479908;0,01734447;0,05809116;0,0753293;0,02814007;0,03558302;0,02921438;0,05097294;0,0478797;0,007932663;0,04002428;0,07420206;0,01007032;
879,000;0,07128668;0,08643913;0,02586031;0,08804226;0,07848549;0,06624746;0,04475403;0,07018423;0,07746792;0,07597971;0,06057644;0,06734991;0,06060696;0,06533527;0,08380938;0,06771421;0,06123352;0,04953766;0,04478359;0,08479309;0,04617023;0,03368282;0,09495449;0,06141949;0,05392742;0,05247068;0,05031061;0,04539156;0,03932381;0,09596729;0,0559907;0,06999302;0,06542015;0,05681086;0,05865574;0,06543159;0,06603241;
880,000;0,04358053;0,0302639;0,03332996;0,04588604;0,03581715;0,006803513;0,03413486;0,01331139;0,02843285;0,02908611;0,0003862381;0,0135293;0,01302958;0,0135808;0,02992964;0,02807426;0,05073118;0,05171967;0,02608013;0,03731394;0,03370285;0,04223776;-0,005907059;0,0352087;0,02816296;0,0286355;0,02852583;0,01951313;0,03655624;0,008257866;0,007391453;0,0286684;0,0346036;0,02161026;0,02825451;0,04366398;0,01373196;
881,000;0,05571365;0,06687212;0,07044601;0,04363298;0,06989288;0,081779;0,06311464;0,0771575;0,06943893;0,05269623;0,04601049;0,07794714;0,08946753;0,06177616;0,0605979;0,08011913;0,06443119;0,05600119;0,09241247;0,06152534;0,08358955;0,0489459;0,07149458;0,08526516;0,06957531;0,06292248;0,06003857;0,06074667;0,0471921;0,07986736;0,05600023;0,06758833;0,07962227;0,07154131;0,06168127;0,07774496;0,08016157;
882,000;0,05007505;0,0814147;0,00409317;0,05859661;0,03404903;0,0410428;0,01601982;0,01971054;0,04543686;0,04967546;0,03530121;0,05441904;0,06530809;0,06827068;0,05709982;0,04044008;0,05809832;0,06106377;0,02441978;0,06347227;0,01843739;0,02591467;0,03512669;0,02841187;0,0406127;0,04632425;0,03337193;0,04512024;0,08266115;0,04839897;0,0519824;0,04487705;0,00706625;0,05117846;0,03647327;0,05686569;0,05328512;
883,000;0,0706954;0,005205631;0,07607269;0,03420353;0,02551413;0,02055502;0,05429077;0,03049803;0,06563425;0,05181074;0,03280163;0,05928946;0,05992842;0,03819323;0,02710342;0,001295567;0,0645752;0,008285046;0,04606581;0,04136419;0,03536129;0,04707098;0,03952456;0,02113152;0,03755474;0,004180431;0,03733349;0,04471493;0,04642963;0,03312683;0,0290122;0,07947254;0,04648972;0,02155399;0,01522017;0,04164171;0,02856922;
884,000;0,07119083;0,09096241;0,03442144;0,0613122;0,1058555;0,08801794;0,06536055;0,1293583;0,05703545;0,04674101;0,04739904;0,04180288;0,02801847;0,031497;0,06812811;0,08135176;0,05498695;0,1025262;0,0672636;0,05245352;0,05666447;0,06046438;0,04845476;0,04834557;0,05993652;0,05041885;0,02427244;0,05481195;0,04908276;0,07889891;0,10184;0,06200981;0,03275728;0,06151533;0,07722998;0,05814457;0,05948305;
885,000;0,06740427;-0,001591206;0,04310179;0,03047371;0,02101517;0,04428291;0,03006697;0,005195141;0,02014399;0,02964067;0,01040745;0,02021313;0,02735615;0,005598068;0,02990341;0,03609419;0,01576328;0,02792501;0,0227108;-0,01004744;0,04061556;0,03986835;-0,01132393;0,03490734;0,01999426;0,01254892;0,0434165;0,04781389;0,04330826;0,01950312;0,01069307;0,03239822;-0,006276131;0,01021767;0,01086473;-0,01214123;0,01792526;
886,000;0,05007315;0,06191969;0,04884863;0,04018354;0,07291746;0,07158947;0,08242464;0,09542799;0,06100893;0,04952145;0,08340502;0,07170963;0,03903294;0,04988623;0,06092024;0,06021214;0,07191515;0,07166338;0,07159424;0,06142044;0,06088543;0,04945469;0,0397315;0,01888752;0,08301067;0,08327246;0,07120991;0,07105112;0,02890253;0,07211113;0,07171059;0,03945398;0,06072044;0,04019356;0,0291853;0,06066561;0,03958797;
887,000;0,01394749;0,04517508;-0,04001617;0,02834845;0,04673433;-0,005288124;-0,03749084;0,01415157;0,01601315;-0,04296064;-0,007541656;0,01248503;-0,02510738;-0,02464247;-0,008689404;-0,03204727;-0,00890398;-0,01465321;0,002703667;-0,0008516312;0,01341438;-0,02458858;-0,01126051;-0,01850128;-0,00954628;-0,01734686;-0,003009319;-0,007444859;-0,009310722;0,004285812;-0,04334402;-0,00514698;-0,009926796;0,01588917;-0,03453445;-0,05396557;0,003953934;
888,000;0,01905346;0,009641647;0,04609442;-0,0005455017;0,01771212;0,04786682;0,01759148;0,03861904;0,01236677;-0,007542133;0,01507092;0,0462513;0,01414347;0,01948071;0,00290823;0,04564381;0,04559135;0,005832195;0,06212616;-0,001891613;0,01171827;0,0518322;0,02621603;0,02823687;-0,007204533;-0,01744413;0,008564949;0,03762674;0,005725384;-0,0229001;-0,007410049;0,04768753;0,02733421;0,0001730919;0,007282734;0,02832842;0,04995441;
889,000;0,07986927;0,08557987;0,07104588;0,1005025;0,1645088;0,119453;0,0599041;0,06559229;0,08125973;0,1135116;0,08296537;0,08122873;0,10149;0,07699537;0,06798458;0,1132512;0,1381116;0,07259035;0,04272985;0,0883441;0,08270073;0,0569272;0,07165384;0,0632391;0,04908085;0,1109538;0,04332066;0,06606913;0,05971956;0,0963397;0,1205664;0,1192875;0,07615995;0,05759668;0,06770229;0,08499956;0,0594244;
890,000;0,005334854;-0,03026962;-0,007227421;0,04528427;-0,008885384;-0,02441502;-0,01172638;-0,03609228;0,02669954;-0,02413273;-0,0150547;-0,004101276;-0,04253244;-0,008971691;0,006482124;-0,03242207;-0,01231861;0,006505013;-0,0191946;-0,003643513;0,006290436;-0,0576725;-0,03584146;0,003469467;-0,02765369;-0,002262115;0,001723289;-0,0006494522;-0,04637146;-0,02127743;0,01476669;0,03734398;-0,05241299;-0,04860115;0,0150609;-0,03729773;-0,00193119;
891,000;0,02438259;0,04844713;0,0684762;-0,02983665;0,03202724;0,06256866;0,03363895;0,03602695;0,03932953;0,08483934;0,02705669;0,07006216;0,04551888;0,02304173;0,06825113;0,002183914;0,08056402;0,0512476;0,08273315;0,06745338;0,04154348;0,03815603;0,113101;-0,00331068;0,02252483;0,03360081;0,08573294;0,05555725;0,02079535;0,06144333;-0,01972389;0,05728769;0,09593153;0,05012178;0,03938341;0,05307627;0,01926422;
892,000;0,07881069;0,07996941;0,02238369;0,1175938;0,08943224;0,0888238;0,08792782;0,05795002;0,05873823;-0,03302526;-0,004669666;0,01416016;0,08925629;0,04351616;0,05850315;0,1113086;0,07439184;0,05750608;0,05249166;0,06059647;-0,004926682;-0,008188248;0,05018377;0,0619421;0,04365587;0,09150076;0,02560329;-0,01849413;0,02472639;0,07000828;0,07743311;0,009781837;0,01985788;0,03880644;0,0450778;-0,008671761;0,1279259;
893,000;0,01303864;0,02004719;0,03122568;0,008906364;-0,03282499;-0,02078104;-0,03134394;-0,006220818;0,02196836;0,02573776;-0,01136065;0,05945158;0,00665617;0,01430035;-0,001674652;-0,0135355;0,01425695;-0,008658409;-0,04151249;0,02445507;-0,01786757;-0,03375959;-0,02132034;0,006567478;0,0107007;-0,02997541;0,006854534;0,01526022;-0,002981663;-0,004572868;-0,002791405;-0,003698826;-0,0004825592;-0,00511837;0,01717663;-0,01385736;-0,008734703;
894,000;0,04556942;0,0499115;0,08132029;0,06477594;0,1115103;0,1096568;0,1426277;0,07158899;0,1063814;0,1314034;0,1165366;0,07263994;0,1105595;0,09341812;0,09053802;0,1088233;0,08735323;0,05695581;0,1023026;0,0770874;0,08848667;0,1332183;0,07972574;0,05131483;0,08029461;0,09503269;0,02893496;0,1030703;0,07102442;0,08804417;0,09434366;0,09239769;0,1098909;0,07854176;0,08466578;0,1082482;0,09522867;
895,000;0,07366037;0,09194279;0,07164669;0,07139254;0,06064224;0,06109285;0,04054022;0,04018164;0,0873313;0,05205822;0,04910326;0,07690096;0,07725;0,05478907;0,05183601;0,06203651;0,04538488;0,07982111;0,06975889;0,04592276;0,05497026;0,03219604;0,05851412;0,04023457;0,02068567;0,05661583;0,07449198;0,04795599;0,03423738;0,04482698;0,06854105;0,07595682;0,01988506;0,0449872;0,05656147;0,03764057;0,01324177;
896,000;-0,01747942;-0,005191326;-0,01596689;-0,04892159;-0,02816296;-0,02114344;0,004908085;-0,005097389;0,01949692;-0,005228996;-0,01287937;-0,01729918;-0,006954193;8,010864E-5;-0,01936769;-0,03032351;-0,02260017;-0,0272789;-0,001683235;-0,01949072;0,0009622574;0,0006837845;0,01565933;-0,01069117;-0,03248501;0,01281452;0,02571106;0,03865099;0,005244732;-0,03346157;-0,0116806;0,01926804;-0,0072999;-0,02330303;-0,03425121;-0,03528118;-0,02722692;
897,000;0,1184697;0,1480966;0,04820156;0,1485705;0,08782578;0,131659;0,1013179;0,1164379;0,1016722;0,07388878;0,07431602;0,08834743;0,08751488;0,08754158;0,08746767;0,1016726;0,1318731;0,06093645;0,08750343;0,1020856;0,0735898;0,1158752;0,08733654;0,08758354;0,1018853;0,04750204;0,04715109;0,08672285;0,06060982;0,08824778;0,1016469;0,07363129;0,0873251;0,0874567;0,03508043;0,07421207;0,08743477;
898,000;0,04741383;-0,04986191;-0,01238441;-0,02286243;-0,03466177;-0,06514931;-0,04200697;-0,05242252;-0,04643011;-0,02564383;-0,01744318;-0,01533461;-0,05339956;-0,03205395;-0,04462624;-0,06961679;-0,04222965;-0,04637098;-0,04990959;-0,02879381;-0,05771017;-0,05524635;-0,0628581;-0,04257631;-0,04833126;-0,02463341;-0,04671431;-0,05046368;-0,03869438;-0,04542494;-0,06940746;-0,04478216;-0,04588461;-0,06403685;-0,05392551;-0,03339434;-0,06707764;
899,000;0,01234341;0,05737162;0,05017662;0,05083418;0,1222143;0,07792902;0,06174517;0,07184315;0,09595728;0,05913448;0,04763651;0,07395792;0,07585669;0,07253504;0,05828285;0,05440521;0,0877924;0,05699968;0,04287815;0,08993578;0,06631756;0,04477024;0,04100895;0,07143497;0,07611227;0,01494074;0,05918646;0,06503153;0,03072262;0,02674341;0,08612633;0,07521582;0,07342958;0,05008507;0,02990389;0,02380085;0,04694748;
900,000;0,0803628;0,1617069;0,03713465;0,1319094;0,08868694;0,09886026;0,05661106;0,123353;0,08811474;0,07032967;0,07482672;0,08441305;0,06998587;0,07123041;0,0621767;0,04658604;0,0767045;0,09984446;0,03828859;0,104445;0,05223703;0,06811714;0,05204582;0,08695412;0,1008725;0,03754377;0,06910515;0,04110336;0,09068871;0,06902027;0,1093974;0,09568787;0,1141543;0,0877738;0,07314682;0,02944422;0,0904932;
901,000;0,04919958;-0,0007305145;0,1004729;0,01834536;0,007142544;0,03877735;0,03784609;0,02181768;0,0175786;0,04932404;0,03990221;0,07502937;0,05486631;0,04611254;0,06203461;0,03861189;0,03940821;-0,002715111;0,04640293;0,05473804;0,03710508;-0,0007538795;0,0761404;0,01065636;0,02635098;0,03752279;0,02793646;0,07385731;0,025002;0,04048681;0,02871943;-0,01022243;0,02051544;0,06693316;0,02917385;0,04465914;0,02064514;
902,000;0,0705533;0,20856;0,07749557;0,1302876;0,1610904;0,1166558;0,05674267;0,1117697;0,0533762;0,02062988;0,09514427;0,07551956;0,1374106;0,09362459;0,07706547;0,09523487;0,07182121;0,08984852;0,1169028;0,09627581;0,05779886;0,09344864;0,1227369;0,09110355;0,05249548;0,1154289;0,07191563;0,09467411;0,07173586;0,09528399;0,1170831;0,02878857;0,116291;0,1398668;0,05358267;0,1135521;0,05112791;
903,000;0,06573486;-0,0141902;0,004536152;0,04361963;-0,02233934;-0,03471994;-0,01945448;0,01145029;0,02153301;-0,01037121;0,003400803;0,01426363;-0,01008558;-0,005115509;-0,02763367;-0,01796484;0,0691061;-0,002852917;-0,002859116;-0,01693296;-0,02702618;-0,07170248;-0,05546474;-0,02024364;0,01907063;-0,0233407;0,001573086;0,05349207;-0,001609325;-0,01604414;-0,0413394;0,04560661;-0,05622435;-0,06446886;-0,01284361;0,03092957;-0,001568317;
904,000;0,008232117;0,06984425;0,09088373;0,05678272;0,1229753;0,08468103;0,1291432;0,07903337;0,099895;0,07111549;0,1093698;0,04086781;0,06751776;0,06734133;0,09349489;0,07280111;0,08187389;0,08025694;0,08234644;0,06257248;0,100935;0,05321264;0,1070781;0,06168222;0,09703445;0,04157639;0,07928371;0,0846014;0,08890486;0,0491519;0,1113868;0,03357744;0,09539795;0,07334805;0,06319952;0,07285309;0,07232285;
905,000;-0,0006885529;0,07609701;0,02152729;0,03363466;0,08952522;0,05105782;-0,0005550385;0,03195524;0,02904463;0,04398966;0,07225513;0,005076408;0,05068731;0,06500673;0,03745222;0,02024508;0,02710581;0,0330596;0,02035809;0,04426861;0,02829218;0,0002961159;0,01190996;0,07203674;0,007882595;0,07225943;0,02696514;-0,00786972;0,06023121;0,0163703;0,01423359;0,03551149;-0,02707052;0,03558159;0,02573824;0,008528709;0,04863071;
906,000;0,05588388;-0,009163857;0,05164003;0,01028061;-0,02841139;0,07736063;0,03999281;0,02732897;0,05318928;-0,003341675;0,05927563;0,04360914;0,02212715;0,05239773;0,0226469;0,04892254;0,02970886;0,01222038;0,03842497;-0,004579544;0,03552675;0,04325771;0,00514698;0,05649471;0,04728317;0,02122784;0,08236933;0,07315397;0,0104413;0,06375647;0,0221324;0,03282166;0,03569317;0,05812597;0,04492855;0,0448513;0,03924704;
